Time,"Query Time (ms)","Render Time (ms)",Token,IP,Method,URL,Queries,"Managed Entities"
"2025-08-21 18:13:20",3.27,18.40,35f456,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.23,18.31,dfbedb,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.53,18.70,a00ba1,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.80,19.93,3ea92e,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",4.66,20.73,a169c1,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.16,19.08,67e5ee,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.95,19.11,422745,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.67,19.48,56e5ce,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.92,19.35,0ef5fb,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",4.08,19.52,d2511c,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",4.15,20.00,c83bb4,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.66,20.43,70a0b9,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",5.68,20.06,93d186,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.43,18.60,bcf645,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",4.06,18.24,6cdd00,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.73,19.09,1248a6,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.22,19.67,1376e4,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",3.25,18.86,31bf19,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:20",4.02,19.12,06b4cc,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.48,19.73,b6c1e5,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.01,18.64,e716fd,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.71,18.25,8f4268,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.50,18.31,0e8479,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.17,18.71,8539b8,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.36,19.50,35444a,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.69,18.44,608e7c,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.48,19.84,b99141,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.44,17.94,cb8523,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.22,19.71,a7c965,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.76,19.25,3c181d,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.86,22.70,cfd328,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.84,19.51,23c4bb,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.69,20.44,ea4b41,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.86,19.27,53a17a,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.88,19.96,cac57b,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.35,18.07,e94ae3,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.57,19.67,b92ffd,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.26,20.84,7ea4d4,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.87,18.16,2f7863,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.45,19.23,0c3f59,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.35,18.70,8b5e31,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.33,20.70,613ee6,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.63,17.81,ffa8c4,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.50,17.65,fd1a7c,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",3.71,18.88,468cef,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.39,19.46,90a2a9,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.04,19.03,e88236,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.25,20.09,a02c65,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.26,21.08,6b1835,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.84,22.03,667a1e,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",4.80,20.26,9646c1,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:19",5.22,21.45,cb2646,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",4.38,20.17,bc4af2,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",5.48,22.55,65c50e,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",4.05,20.19,f50e87,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",5.03,22.69,3524d3,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.41,19.48,486aec,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.49,19.18,31ab55,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",4.39,19.92,96b9fb,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.37,18.85,ad922f,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.55,18.63,c74439,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.66,18.91,350e5e,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.72,21.27,a6cf33,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",4.56,20.52,6dc497,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",4.00,19.77,9fb62d,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.42,19.05,d8f6d5,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.53,19.64,f460d3,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
"2025-08-21 18:13:18",3.99,19.49,eb7dd7,127.0.0.1,GET,http://127.0.0.1:8000/admin/media,3,21
