Time,"Query Time (ms)","Render Time (ms)",Token,IP,Method,URL,Queries,"Managed Entities"
"2025-07-25 17:33:18",4.16,29.36,10fff8,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",4.05,30.69,5ea0f1,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.77,28.33,6840a8,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.61,29.01,6c14c8,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.31,32.31,7e287a,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.65,29.04,952b91,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.82,29.43,ccef82,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.92,30.34,b28a1e,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.60,29.96,ef2539,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.58,29.01,ff5c81,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.97,29.81,d16787,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.56,29.76,fe468d,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.57,29.40,640da3,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.65,28.90,2b2e18,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",4.67,31.42,97beb6,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.59,30.32,f7433d,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.75,29.09,7eacc3,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.48,29.05,244586,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",4.43,30.18,505bb7,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",4.00,29.33,fdab4c,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:18",3.56,29.32,684a13,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",4.43,30.28,55275d,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",4.19,29.68,2fab00,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",4.65,30.27,62e62c,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.30,27.89,2378b1,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.45,28.59,803f0a,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.58,28.96,3dd28a,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.30,29.09,8510da,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.24,27.96,3deeec,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.05,27.59,9b37ef,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.57,28.08,162121,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.49,28.31,704e97,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.89,28.78,3c965f,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.17,28.54,ef6a25,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.10,26.97,a8a501,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",4.55,29.91,67745d,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",2.87,28.29,0ac7bc,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.10,30.12,aa25e8,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",2.84,27.30,1f2d26,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",4.56,30.15,f4baa5,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.40,28.95,b2c6e8,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.38,34.80,e95e73,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
"2025-07-25 17:33:17",3.63,28.70,a12f81,127.0.0.1,GET,http://127.0.0.1:8000/admin/guest,2,101
