Time,"Query Time (ms)","Render Time (ms)",Token,IP,Method,URL,Queries,"Managed Entities"
"2025-07-18 16:37:12",4.46,26.43,1afb21,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",4.59,24.10,96992a,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",4.31,26.72,367d11,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",4.56,25.92,355e3c,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",4.76,27.85,cb3910,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",5.52,27.13,3c6a25,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",4.66,25.54,991b8f,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",3.07,27.07,472e21,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",5.11,26.78,708df9,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",4.68,27.18,0ade56,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",5.27,28.12,2d8a2e,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",6.49,30.08,6d7e8b,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",2.86,35.71,eb17cc,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:12",3.25,22.42,9d27d0,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.76,24.67,eeaefc,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",6.37,28.48,cfa941,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.66,25.47,d6d3c3,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",5.74,25.21,7cdd6e,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.39,24.00,85c846,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.34,23.89,c59928,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.75,23.73,641f6c,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.19,23.28,e290ec,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.17,21.91,3a6531,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",2.38,20.18,393f97,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.53,22.54,4a0329,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.86,24.61,16b705,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.89,22.50,2256c7,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.82,24.28,1adfdb,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.46,24.38,27ca6e,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.86,26.01,d31458,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",5.55,25.50,62d95c,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",4.28,23.52,7b3904,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.69,22.05,aefe2e,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.74,22.94,4bb425,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",5.71,29.39,5ce616,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",5.14,26.50,59dc29,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",3.66,23.40,21f868,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",5.14,29.07,3ed34b,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:11",5.02,24.50,110790,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:10",3.66,22.40,b89506,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:10",3.96,23.11,377259,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:10",4.12,26.26,1d680b,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
"2025-07-18 16:37:10",4.48,25.48,954a28,127.0.0.1,GET,http://127.0.0.1:8000/guests,2,11
